ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1331	Sultan Ahmed	Elected	Sunday, May 18, 2014	Monday, September 4, 2017	Second	Uluberia	West Bengal	All India Trinamool Congress	Male	Graduate	Calcutta University, West Bengal	65	16	0	232	56%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	27.2	0.3	68	65%		Lok Sabha
1332	Sumedhanand Saraswati	Elected	Sunday, May 18, 2014	In office	First	Sikar	Rajasthan	Bharatiya Janata Party	Male	Post Graduate	Post Graduate	67	86	0	550	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	138.2	3.8	390	88%		Lok Sabha
1333	Sumitra Mahajan	Elected	Sunday, May 18, 2014	In office	Eighth	Indore	Madhya Pradesh	Bharatiya Janata Party	Female	Post Graduate	M.A., LL.B.; Educated at Indore University, Indore (Madhya Pradesh)	75	N/A	N/A	N/A	N/A	As a Speaker, this MP does not sign the attendance register and participate in debates and questions. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1334	Sunil Baliram Gaikwad	Elected	Sunday, May 18, 2014	In office	First	Latur	Maharashtra	Bharatiya Janata Party	Male	Doctorate	Ph.D., M.B.A. (Marketing), M.A.(Pol. Sc.), B.M.C.T., N.D., M.D.(Acu)	48	42	0	683	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
530224	Sunil Kumar Jakhar	Elected	Friday, December 15, 2017	In office	First	Gurdaspur	Punjab	Indian National Congress	Male	Post Graduate	MBA from Kurukshetra University	65	3	0	24	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	12.5	0.7	76	80	10.6	0.3	38	68%		Lok Sabha
1335	Sunil Kumar Mondal	Elected	Sunday, May 18, 2014	In office	First	Bardhaman Purba	West Bengal	All India Trinamool Congress	Male	Professional Graduate	B.A., B.Ed.	60	8	0	328	83%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1336	Sunil Kumar Singh	Elected	Sunday, May 18, 2014	In office	First	Chatra	Jharkhand	Bharatiya Janata Party	Male	Professional Post Graduate	M.B.A., M.A. (Sociology)	57	117	22	610	90%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1337	Supriya Sule	Elected	Sunday, May 18, 2014	In office	Second	Baramati	Maharashtra	Nationalist Congress Party	Female	Graduate	B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra	49	152	22	1184	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1338	Suresh Channabasappa Angadi	Elected	Sunday, May 18, 2014	In office	Third	Belgaum	Karnataka	Bharatiya Janata Party	Male	Professional Graduate	B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum	63	38	0	26	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1339	Suresh Kodikunnil	Elected	Sunday, May 18, 2014	In office	Sixth	Mavelikkara	Kerala	Indian National Congress	Male	Professional Graduate	B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala)	56	100	6	536	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	142.5	4.7	424	77%		Lok Sabha
1340	Sushil Kumar Singh	Elected	Sunday, May 18, 2014	In office	Third	Aurangabad	Bihar	Bharatiya Janata Party	Male	Post Graduate	M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar)	55	81	7	442	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1341	Sushma Swaraj	Elected	Sunday, May 18, 2014	In office	Fourth	Vidisha	Madhya Pradesh	Bharatiya Janata Party	Female	Professional Graduate	B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh	67	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1342	Sushmita Dev	Elected	Sunday, May 18, 2014	In office	First	Silchar	Assam	Indian National Congress	Female	Professional Post Graduate	Bar-at-Law, LL.M	46	85	3	318	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0.8	164	74%		Lok Sabha
1343	Suvendu Adhikari	Elected	Sunday, May 18, 2014	Saturday, May 28, 2016	Second	Tamluk	West Bengal	All India Trinamool Congress	Male	Graduate	B.A. (Hons.); Educated at Contai P. K. College	48	8	0	53	21%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	35.4	1	137	80	17	0.2	43	65%		Lok Sabha
1344	Swami Sachchidanand Hari Sakshi	Elected	Sunday, May 18, 2014	In office	Fourth	Unnao	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	M.A., Ph.D	63	12	0	176	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1345	T. Radhakrishnan	Elected	Sunday, May 18, 2014	In office	First	Virudhunagar	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Under Matric	Information not available	63	12	0	920	73%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1346	T.G. Venkatesh Babu	Elected	Sunday, May 18, 2014	In office	First	Chennai North	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Post Graduate	M.Sc.	58	65	0	712	81%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1347	Tamradhwaj Sahu	Elected	Sunday, May 18, 2014	Friday, December 21, 2018	First	Durg	Chhattisgarh	Indian National Congress	Male	Inter/ Higher Secondary	Higher Secondary	69	32	1	170	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	64.2	2.1	277	80	25.9	0.1	215	83%		Lok Sabha
1348	Tapas Mandal	Elected	Sunday, May 18, 2014	In office	First	Ranaghat	West Bengal	All India Trinamool Congress	Male	Doctorate	PhD	47	33	0	6	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1349	Tapas Paul	Elected	Sunday, May 18, 2014	In office	Second	Krishnanagar	West Bengal	All India Trinamool Congress	Male	Graduate	B.Sc. (Bio Science); Educated at Burdwan University	60	8	0	7	47%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1350	Tariq Anwar	Elected	Sunday, May 18, 2014	In office	Fifth	Katihar	Bihar	Nationalist Congress Party	Male	Under Graduate	B.Sc. Educated at College of Commerce, Patna, Magadh University, Bodh Gaya (Bihar)	68	42	0	149	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1351	Tariq Hameed Karra	Elected	Sunday, May 18, 2014	Monday, October 17, 2016	First	Srinagar	Jammu and Kashmir		Male	Professional Graduate	LL.B.	63	4	0	20	34%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	41.9	1.2	155	80	18.1	0	42	55%		Lok Sabha
1352	Tasleem Uddin	Elected	Sunday, May 18, 2014	Sunday, September 17, 2017	Fifth	Araria	Bihar	Rashtriya Janata Dal	Male	Graduate	B.A., Maulvi	76	0	0	2	79%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	48.9	2.5	150	87%		Lok Sabha
1353	Tathagata Satpathy	Elected	Sunday, May 18, 2014	In office	Fourth	Dhenkanal	Odisha	Biju Janata Dal	Male	Graduate	B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry	62	83	1	39	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	67.1	3.7	218	82%		Lok Sabha
1354	Tej Pratap Singh Yadav	Elected	Tuesday, September 16, 2014	In office	First	Mainpuri	Uttar Pradesh	Samajwadi Party	Male	Professional Post Graduate	MBA, Leeds University UK	32	22	2	257	86%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	61.9	2.2	275	80	104	1.7	190	86%		Lok Sabha
1355	Thangso Baite	Elected	Sunday, May 18, 2014	In office	Second	Outer Manipur	Manipur	Indian National Congress	Male	Post Graduate	M.A.	65	16	0	18	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	44	2	96	92%		Lok Sabha
1356	Thokchom Meinya	Elected	Sunday, May 18, 2014	In office	Third	Inner Manipur	Manipur	Indian National Congress	Male	Doctorate	M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad	73	72	4	174	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	44	2	96	92%		Lok Sabha
1357	Thota Narasimham	Elected	Sunday, May 18, 2014	In office	First	Kakinada	Andhra Pradesh	Telugu Desam Party	Male	Graduate	B.Com, ICWAI	56	66	0	129	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.3	0.6	257	76%		Lok Sabha
1358	Thupstan Chhewang	Elected	Sunday, May 18, 2014	Thursday, December 13, 2018	Second	Ladakh	Jammu and Kashmir	Bharatiya Janata Party	Male	Professional Graduate	B.A., LL.B.; Educated at Ramjas College, University of Delhi and Law Faculty, University of Delhi, Delhi	71	20	0	31	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	63.9	2.1	272	80	28.5	0.2	83	55%		Lok Sabha
625816	Tokheho	Elected	Thursday, May 31, 2018	In office	First	Nagaland	Nagaland	Nationalist Democratic Progressive Party	Male	Information not available	Information not available	66	3	0	4	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	8.9	0.5	40	80	3.2	0	4	68%		Lok Sabha
1359	Udasi Shivkumar Chanabasappa	Elected	Sunday, May 18, 2014	In office	Second	Haveri	Karnataka	Bharatiya Janata Party	Male	Professional Graduate	B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka	51	143	0	460	94%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	48.2	0.4	373	79%		Lok Sabha
1360	Uday Pratap Singh	Elected	Sunday, May 18, 2014	In office	Second	Hoshangabad	Madhya Pradesh	Bharatiya Janata Party	Male	Graduate	B.Com Educated at Sagar University	54	47	0	257	89%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	69.4	0.9	285	82%		Lok Sabha
1361	Udit Raj	Elected	Sunday, May 18, 2014	In office	First	North West Delhi	Delhi	Bharatiya Janata Party	Male	Doctorate	M.A., L.L.B., Hon. Doctorate	61	105	25	350	98%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	65.8	12.7	315	92%		Lok Sabha
1362	Uma Bharati	Elected	Sunday, May 18, 2014	In office	Sixth	Jhansi	Uttar Pradesh	Bharatiya Janata Party	Female	Under Matric	6th Standard	59	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1363	Uma Saren	Elected	Sunday, May 18, 2014	In office	First	Jhargram	West Bengal	All India Trinamool Congress	Female	Professional Graduate	M.B.B.S.	34	0	0	0	61%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	34.4	0.3	94	65%		Lok Sabha
1364	Upendra Kushwaha	Elected	Sunday, May 18, 2014	In office	First	Karakat	Bihar	Rashtriya Lok Samta Party	Male	Post Graduate	B.Sc., M.A. (Political Science) Educated at Patna Science College, Patna and B.R. Ambedkar Bihar University, Muzaffarpur (Bihar)	57	1	0	0	70%	This MP was a minister till 10 Dec 2018. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. His participation is available fr (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	3.3	0.2	24	80	3	0.2	14	87%		Lok Sabha
1365	V. Elumalai	Elected	Sunday, May 18, 2014	In office	First	Arani	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	B.Com, B.L.	63	77	0	507	88%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1366	V. Pannerselvam	Elected	Sunday, May 18, 2014	In office	First	Salem	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Male	Professional Graduate	B.A., B.L.	59	22	0	163	71%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
1367	V. Sathyabama	Elected	Sunday, May 18, 2014	In office	First	Tiruppur	Tamil Nadu	All India Anna Dravida Munnetra Kazhagam	Female	Post Graduate	M.A.	46	137	0	457	87%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	46.6	0	453	78%		Lok Sabha
822416	V.S. Ugrappa	Elected	Wednesday, December 12, 2018	In office	First	Bellary	Karnataka	Indian National Congress	Male	Professional Graduate	B.Sc., LL.B., Educated at University Law College, Bengaluru	64	2	0	0	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	3.3	0.2	23	80	2.8	0	26	79%		Lok Sabha
1368	Varaprasad Rao Velagapalli	Elected	Sunday, May 18, 2014	Wednesday, June 20, 2018	First	Tirupati	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Male	Doctorate	M.Sc., Ph.D. (Biochemistry), M.A. (U.K.)	65	76	0	0	82%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	58.2	1.8	253	80	36	0.6	235	76%		Lok Sabha
1369	Vasava Parbhubhai Nagarbhai	Elected	Sunday, May 18, 2014	In office	First	Bardoli	Gujarat	Bharatiya Janata Party	Male	Diploma Course	Diploma in Mechanical Engineering	49	19	0	273	78%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1370	Veena Devi	Elected	Sunday, May 18, 2014	In office	First	Munger	Bihar		Female	Under Matric	Under Matric	42	27	0	209	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	58.8	3.2	198	87%		Lok Sabha
1371	Vijay Kumar Hansdak	Elected	Sunday, May 18, 2014	In office	First	Rajmahal	Jharkhand	Jharkhand Mukti Morcha	Male	Under Matric	Matric	37	35	0	456	69%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1372	Vijay Kumar Singh	Elected	Sunday, May 18, 2014	In office	First	Ghaziabad	Uttar Pradesh	Bharatiya Janata Party	Male	Doctorate	Phd.	67	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1373	Vijay Sampla	Elected	Sunday, May 18, 2014	In office	First	Hoshiarpur	Punjab	Bharatiya Janata Party	Male	Matric	Matric	57	4	0	1	97%	This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	5.2	0.1	18	80	5.3	0	14	68%		Lok Sabha
1374	Vijaysinh Shankarrao Mohite Patil	Elected	Sunday, May 18, 2014	In office	First	Madha	Maharashtra	Nationalist Congress Party	Male	Matric	Matric	74	0	0	1138	62%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1375	Vikram Dev Usendi	Elected	Sunday, May 18, 2014	In office	First	Kanker	Chhattisgarh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Intermediate	53	26	0	121	96%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	27.1	0.1	226	83%		Lok Sabha
1376	Vinayak Bhaurao Raut	Elected	Sunday, May 18, 2014	In office	First	Ratnagiri-Sindhudurg	Maharashtra	Shiv Sena	Male	Post Graduate	M.A. (Political Science)	64	123	2	1024	80%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	68.6	4.8	607	78%		Lok Sabha
1377	Vincent H Pala	Elected	Sunday, May 18, 2014	In office	Second	Shillong	Meghalaya	Indian National Congress	Male	Professional Graduate	B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal	51	32	4	264	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	22.1	2.2	153	72%		Lok Sabha
1378	Vinod Khanna	Elected	Sunday, May 18, 2014	Thursday, April 27, 2017	Fourth	Gurdaspur	Punjab	Bharatiya Janata Party	Male	Under Graduate	Educated at St. Xavier High School, Mumbai, Delhi Public School, Delhi, Lord Barnes High School, Devlali and Sydenham College, Mumbai (Maharashtra)	72	7	0	0	50%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	51.3	1.5	201	80	35.1	0.9	89	68%		Lok Sabha
1379	Vinod Kumar Boinapally	Elected	Sunday, May 18, 2014	In office	Second	Karimnagar	Telangana	Telangana Rashtra Samithi	Male	Professional Graduate	B.Sc., LL.B. Educated at University College of Law, Kakatiya University, Hanamkonda, Warangal, Andhra Pradesh	59	106	10	553	77%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	39.2	2.4	302	68%		Lok Sabha
1380	Vinod Kumar Sonkar	Elected	Sunday, May 18, 2014	In office	First	Kaushambi	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	B.A.	49	75	1	144	85%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1381	Virender Kashyap	Elected	Sunday, May 18, 2014	In office	Second	Shimla	Himachal Pradesh	Bharatiya Janata Party	Male	Post Graduate	M.Sc. (Physics); Educated at Himachal Pradesh University	68	61	0	216	93%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	40	2	186	90%		Lok Sabha
1382	Virendra Kumar	Elected	Sunday, May 18, 2014	In office	Sixth	Tikamgarh	Madhya Pradesh	Bharatiya Janata Party	Male	Doctorate	M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh	65	157	0	351	96%	This MP was appointed a minister in Sep 2017. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th Aug, 2017. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	54.5	1.6	217	80	61.2	0.8	210	82%		Lok Sabha
1383	Virendra Singh	Elected	Sunday, May 18, 2014	In office	Third	Bhadohi	Uttar Pradesh	Bharatiya Janata Party	Male	Graduate	B.A.	62	26	0	9	91%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	109.6	1.8	198	86%		Lok Sabha
1384	Vishnu Dayal Ram	Elected	Sunday, May 18, 2014	In office	First	Palamu	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.A. (Hons)	67	81	8	412	92%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	87.5	6.6	436	86%		Lok Sabha
1385	Vishnu Deo Sai	Elected	Sunday, May 18, 2014	In office	Fourth	Raigarh	Chhattisgarh	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Higher Secondary; Educated at Loyola Higher Secondary School, Kunkuri, Jashpur, Chattisgarh	55	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	N/A	N/A	N/A		N/A	N/A	N/A	N/A		Lok Sabha
1386	Vitthalbhai Hansrajbhai Radadiya	Elected	Sunday, May 18, 2014	In office	Second	Porbandar	Gujarat	Bharatiya Janata Party	Male	Graduate	B.A.	60	0	0	0	14%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	67.1	2.3	293	80	41.1	2.6	285	84%		Lok Sabha
1387	Y.S. Avinash Reddy	Elected	Sunday, May 18, 2014	Wednesday, June 20, 2018	First	Kadapa	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Male	Professional Post Graduate	B.Tech, M.B.A.	34	8	0	241	42%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	58.2	1.8	253	80	36	0.6	235	76%		Lok Sabha
1388	Y.V. Subba Reddy	Elected	Sunday, May 18, 2014	Wednesday, June 20, 2018	First	Ongole	Andhra Pradesh	Yuvajana Sramika Rythu Congress Party	Male	Professional Post Graduate	MBA	57	54	2	390	76%	(Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)	58.2	1.8	253	80	36	0.6	235	76%		Lok Sabha
