ID	MP Name	Nature of membership	Start of Term	End of Term	Number of terms	Constituency	State	Political party	Gender	Educational qualifications	Educational qualifications - details	Age	Debates	Private Member Bills	Questions	Attendance	Notes	National Debates average	National Private Member Bills average	National Questions average	National Attendance average	State's Debates average	State's Private Member Bills average	State Questions	State's Attendance average		House
1885	Sonia Gandhi	Elected	Monday, May 18, 2009	In office		Rae Bareli	Uttar Pradesh	Indian National Congress	Female	Diploma Course	(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.	67	2	0	0	47%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1886	Srikanta Kumar Jena	Elected	Monday, May 18, 2009	In office		Balasore	Orissa	Indian National Congress	Male	Graduate	B.A.; Educated at Kendrapara College, Utkal University, Cuttack, Orissa	63	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1887	Subhash Bapurao Wankhede	Elected	Monday, May 18, 2009	In office		Hingoli	Maharashtra	Shiv Sena	Male	Matric	Educated at Zilla Parishad School, Hadgaon, Maharashtra	51	12	0	327	65%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1888	Subodh Kant Sahay	Elected	Monday, May 18, 2009	In office		Ranchi	Jharkhand	Indian National Congress	Male	Graduate	B.Sc., LL.B.; Educated at A.N. College, Patna and Ranchi University	62	0	0	0	59%	This MP was a Minister. He tendered his resignation on 28th Oct, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 29th Oct, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	13.3	0.1	69	66%		Lok Sabha
1889	Subrata Bakshi	Elected	Wednesday, December 21, 2011	In office		Kolkata Dakshin	West Bengal	All India Trinamool Congress	Male	Professional Graduate	B.Sc., LL.B.	63	1	0	0	32%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	17.4	0.3	138	76%	17.6	0.1	73	72%		Lok Sabha
1890	Sucharu Ranjan Haldar	Elected	Monday, May 18, 2009	In office		Ranaghat	West Bengal	All India Trinamool Congress	Male	Post Graduate	M.B.B.S., DTM&H, DDV, M.D.; Educated at (i) Kanakrapara Municiapal Polytechnic High School, (ii) Hooghly Mohsin College, (iii) Medical College, Kolkata, (iv) Kolkata School of Tropical Medicine, (v) University College of Medicine (Kolkata University) and	73	6	0	29	84%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1891	Sudarshan Bhagat	Elected	Monday, May 18, 2009	In office		Lohardaga	Jharkhand	Bharatiya Janata Party	Male	Graduate	B.A. (Hons.); Educated at Kartik Uraon College, Gumla, University of Ranchi, Jharkhand	44	20	0	402	90%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	38.8	0.8	251	66%		Lok Sabha
1892	Sudip Bandyopadhyay	Elected	Monday, May 18, 2009	In office		Kolkata Uttar	West Bengal	All India Trinamool Congress	Male	Graduate	B.Sc.; Educated at K.N. College, Berhampore, West Bengal	61	55	0	0	85%	This MP was a minister from Jul, 2011 to Sep, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 25th Mar, 2011 and after 21st Sep, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	25	0.5	204	76%	30.8	0.7	119	72%		Lok Sabha
1893	Sukender Reddy Gutha	Elected	Monday, May 18, 2009	In office		Nalgonda	Andhra Pradesh	Indian National Congress	Male	Graduate	B.Sc.; Educated at Osmania University, Hyderabad, Andhra Pradesh	60	12	0	103	66%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1894	Sukhdev Singh Libra	Elected	Monday, May 18, 2009	In office		Fatehgarh Sahib	Punjab	Indian National Congress	Male	Matric	Educated at Shri Guru Govind Singh High School, Khanna, Distt. Ludhiana, Punjab	81	12	0	98	98%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	23.8	0.7	170	78%		Lok Sabha
1895	Sultan Ahmed	Elected	Monday, May 18, 2009	In office		Uluberia	West Bengal	All India Trinamool Congress	Male	Graduate	Calcutta University, West Bengal	60	1	0	63	55%	This MP was a Minister. He tendered his resignation on 21st Sep, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 22nd Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	9.1	0.2	85	76%	9.5	0.1	43	72%		Lok Sabha
1896	Sumitra Mahajan	Elected	Monday, May 18, 2009	In office		Indore	Madhya Pradesh	Bharatiya Janata Party	Female	Post Graduate	M.A., LL.B.; Educated at Indore University, Indore (Madhya Pradesh)	70	60	2	567	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1897	Supriya Sule	Elected	Monday, May 18, 2009	In office		Baramati	Maharashtra	Nationalist Congress Party	Female	Graduate	B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra	44	38	5	739	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1898	Surendra Singh Nagar	Elected	Monday, May 18, 2009	In office		Gautam Buddha Nagar	Uttar Pradesh	Bahujan Samaj Party	Male	Graduate	B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh	48	28	0	502	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1899	Suresh Channabasappa Angadi	Elected	Monday, May 18, 2009	In office		Belgaum	Karnataka	Bharatiya Janata Party	Male	Graduate	B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum	58	25	0	332	67%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1900	Suresh Kalmadi	Elected	Monday, May 18, 2009	In office		Pune	Maharashtra	Indian National Congress	Male	Graduate	B.A.; Educated at Fergusson College, Pune, National Defence Academy, Kharakvasla and Air Force Flying College, Jodhpur and Allahabad	69	14	0	206	51%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1901	Suresh Kashinath Taware	Elected	Monday, May 18, 2009	In office		Bhiwandi	Maharashtra	Indian National Congress	Male	Graduate	B.Com; Educated at B.N.N. College, Bhiwandi	53	13	1	183	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1902	Suresh Kodikunnil	Elected	Monday, May 18, 2009	In office		Mavelikkara	Kerala	Indian National Congress	Male	Graduate	B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala)	51	69	4	675	81%	This MP was appointed a minister in Oct, 2012. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	28.8	0.6	215	76%	53.4	1.1	309	79%		Lok Sabha
1903	Suresh Kumar Shetkar	Elected	Monday, May 18, 2009	In office		Zahirabad	Andhra Pradesh	Indian National Congress	Male	Graduate	B.Sc. (Agriculture); Educated at Marathwada Agricultural University Parbhani, Maharashtra	53	20	0	839	79%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	20.3	0.4	339	68%		Lok Sabha
1904	Sushil Kumar Sambhajirao Shinde	Elected	Monday, May 18, 2009	In office		Solapur	Maharashtra	Indian National Congress	Male	Graduate	B.A. (Hons.), LL.B.; Educated at Sangameshwar and Dayanand College, Solapur, Shivaji University, Kolhapur and New Law College, Mumbai University , Maharashtra	72	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1905	Sushil Kumar Singh	Elected	Monday, May 18, 2009	In office		Aurangabad	Bihar	Janata Dal (United)	Male	Post Graduate	M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar)	50	41	0	362	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1906	Sushila Saroj	Elected	Monday, May 18, 2009	In office		Mohanlalganj	Uttar Pradesh	Samajwadi Party	Female	Post Graduate	M.A., B.Ed., LL.B.; Educated at Lucknow, Gorakhpur University, Uttar Pradesh	62	25	0	543	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1907	Sushma Swaraj	Elected	Monday, May 18, 2009	In office		Vidisha	Madhya Pradesh	Bharatiya Janata Party	Female	Graduate	B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh	62	112	1	43	94%	This MP was appointed the Leader of Opposition at the end of Winter Session, 2009 and hence, is not required to sign the attendance register. Attendance is thus available only till 21st Dec, 2009. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	46.6	0.4	233	82%		Lok Sabha
1908	Susmita Bauri	Elected	Monday, May 18, 2009	In office		Bishnupur	West Bengal	Communist Party of India (Marxist)	Female	Graduate	LL.B.; Educated at Hazra, Law College, Calcutta University, West Bengal	39	31	0	131	94%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1909	Suvendu Adhikari	Elected	Monday, May 18, 2009	In office		Tamluk	West Bengal	All India Trinamool Congress	Male	Graduate	B.A. (Hons.); Educated at Contai P. K. College	43	20	0	90	27%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1910	Syed Shahnawaz Hussain	Elected	Monday, May 18, 2009	In office		Bhagalpur	Bihar	Bharatiya Janata Party	Male	Diploma Course	Diploma in Engineering (Electronics); Educated at B.S.S.E., Supaul, Patna and ITI, Pusa, Delhi	45	75	0	711	93%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1911	T.K.S. Elangovan	Elected	Monday, May 18, 2009	In office		Chennai North	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Post Graduate	M.A. (English Literature); Educated at Pachayappa`s College, Chennai	59	56	0	15	91%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1912	Tabassum Hasan	Elected	Monday, May 18, 2009	In office		Kairana	Uttar Pradesh	Bahujan Samaj Party	Female	Matric		43	0	0	31	71%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1913	Takam Sanjoy	Elected	Monday, May 18, 2009	In office		Arunachal West	Arunachal Pradesh	Indian National Congress	Male	Graduate	I.T.I (Mech.), B.A. & LL.B (Final); Educated at Rajiv Gandhi University and Don Bosco Technical School, Shillong, Dera Natung College, Itanagar, Shillong Law College, (NEHU)	46	5	0	76	63%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	13.8	0	59	75%		Lok Sabha
1914	Tapas Paul	Elected	Monday, May 18, 2009	In office		Krishnanagar	West Bengal	All India Trinamool Congress	Male	Graduate	B.Sc. (Bio Science); Educated at Burdwan University	55	6	0	0	72%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1915	Tarachand Bhagora	Elected	Monday, May 18, 2009	In office		Banswara	Rajasthan	Indian National Congress	Male	Post Graduate	M.A. (Pol. Sc.); Educated at Govt. P.G. College, Dungarpur, Rajasthan	60	3	0	353	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	51.5	1	304	88%		Lok Sabha
1916	Tarun Mandal	Elected	Monday, May 18, 2009	In office		Jaynagar	West Bengal	Independent	Male	Graduate	M.B.B.S., P.G.C.C.H.M.; Educated at Medical College, Calcutta University and National Institute of Health & Family Welfare, New Delhi	55	124	0	21	68%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.5	0.8	175	72%		Lok Sabha
1917	Tathagata Satpathy	Elected	Monday, May 18, 2009	In office		Dhenkanal	Orissa	Biju Janata Dal	Male	Graduate	B.A.; Educated at Sri Aurobindo International Centre of Education, Pondicherry	57	37	0	275	74%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	35	0.9	382	74%		Lok Sabha
1918	Thalikkottai Rajuthevar Baalu	Elected	Monday, May 18, 2009	In office		Sriperumbudur	Tamil Nadu	Dravida Munnetra Kazhagam	Male	Graduate	B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu	72	39	0	108	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1919	Thangso Baite	Elected	Monday, May 18, 2009	In office		Outer Manipur	Manipur	Indian National Congress	Male	Post Graduate	M.A.	60	3	0	9	98%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	29	0.5	107	98%		Lok Sabha
1920	Thirumaa Valavan Thol	Elected	Monday, May 18, 2009	In office		Chidambaram	Tamil Nadu	Viduthalai Chiruthaigal Katchi	Male	Post Graduate	B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai	51	35	0	23	50%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	47.2	0.4	398	69%		Lok Sabha
1921	Thokchom Meinya	Elected	Monday, May 18, 2009	In office		Inner Manipur	Manipur	Indian National Congress	Male	Doctorate	M.Sc., LL.B., M. Phil, Ph. D.; Educated at D.M. College, Imphal, Guwahati University, Guwahati and Osmania University, Hyderabad	68	55	1	204	99%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	29	0.5	107	98%		Lok Sabha
1922	Tufani Saroj	Elected	Monday, May 18, 2009	In office		Machhlishahr	Uttar Pradesh	Samajwadi Party	Male	Graduate	B.A.; Educated at Baldeo Degree College, Baragaon, Varanasi (Uttar Pradesh)	57	49	0	340	85%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1923	Tushar Amarsinh Chaudhary	Elected	Monday, May 18, 2009	In office		Bardoli	Gujarat	Indian National Congress	Male	Graduate	M.B.B.S.; Educated at M.S. University, Baroda, Gujarat	48	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1924	Udasi Shivkumar Chanabasappa	Elected	Monday, May 18, 2009	In office		Haveri	Karnataka	Bharatiya Janata Party	Male	Graduate	B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka	46	84	0	250	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	21.2	0.2	350	68%		Lok Sabha
1925	Uday Pratap Singh	Elected	Monday, May 18, 2009	Saturday, October 12, 2013		Hoshangabad	Madhya Pradesh	Indian National Congress	Male	Graduate	B.Com Educated at Sagar University	49	31	0	190	82%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	36.6	0.8	285	76%	44.7	0.4	225	82%		Lok Sabha
1926	Uday Singh Alias Pappu Singh	Elected	Monday, May 18, 2009	In office		Purnia	Bihar	Bharatiya Janata Party	Male	Inter/ Higher Secondary	Higher Secondary; Eduated at Delhi Public School (1970)	61	16	0	562	76%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	45.1	0.7	331	87%		Lok Sabha
1927	Uma Shanker Singh	Elected	Monday, May 18, 2009	In office		Maharajganj	Bihar	Rashtriya Janata Dal	Male	Inter/ Higher Secondary	Educated at D.A.V. College, Siwan, Bihar	74	14	0	111	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	30.5	0.7	235	76%	37	0.6	259	87%		Lok Sabha
1928	Usha Verma	Elected	Monday, May 18, 2009	In office		Hardoi	Uttar Pradesh	Samajwadi Party	Female	Post Graduate	M.A. (English); Educated at S.D. Degree College and B.S.M. Degree College, Roorkee, Uttar Pradesh	50	18	0	405	86%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1929	V. Kishore Chandra S. Deo	Elected	Monday, May 18, 2009	In office		Araku	Andhra Pradesh	Indian National Congress	Male	Post Graduate	B.A. (Eco), M.A. (Political Science); Educated at Madras Christian College, Tambaram, Madras	67	2	0	0	91%	This MP was appointed a minister in Jul, 2011. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 25th Mar, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	15.9	0.4	119	76%	10.1	0.3	171	68%		Lok Sabha
1930	V. Narayanasamy	Elected	Monday, May 18, 2009	In office		Puducherry	Puducherry	Indian National Congress	Male	Post Graduate	B.A., M.L.; Tagore Art College, Puducherry and Madras Law College, Chennai	66	N/A	N/A	N/A	N/A	This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Lok Sabha
1931	Vijay Bahadur Singh	Elected	Monday, May 18, 2009	In office		Hamirpur	Uttar Pradesh	Bahujan Samaj Party	Male	Graduate	B.A., LL.B.; Educated at Allahabad University (Uttar Pradesh)	73	72	0	199	87%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
1932	Vijay Bahuguna	Elected	Monday, May 18, 2009	In office		Tehri Garhwal	Uttarakhand	Indian National Congress	Male	Graduate	B.A., LLB.; Educated at Allahabad University, Uttar Pradesh	66	13	0	18	80%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	27.7	0.6	195	76%	37.2	4.6	69	79%		Lok Sabha
1933	Vijay Inder Singla	Elected	Monday, May 18, 2009	In office		Sangrur	Punjab	Indian National Congress	Male	Graduate	B.E.; Educated at B.M.S. College of Engineering, Bangalore (Karnataka)	42	4	0	31	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	23.8	0.7	170	78%		Lok Sabha
1934	Vikrambhai Arjanbhai Maadam	Elected	Monday, May 18, 2009	In office		Jamnagar	Gujarat	Indian National Congress	Male	Graduate	B.A. (Political Science); Educated at Saurashtra University, Jamnagar (Gujarat)	55	9	0	930	63%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	41	1.4	382	76%		Lok Sabha
1935	Vilas Baburao Muttemwar	Elected	Monday, May 18, 2009	In office		Nagpur	Maharashtra	Indian National Congress	Male	Graduate	B. Com.; Educated at Nagpur University, Nagpur (Maharashtra)	64	48	0	687	81%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	28.8	1.7	500	74%		Lok Sabha
1936	Vinay Kumar Pandey	Elected	Monday, May 18, 2009	In office		Shrawasti	Uttar Pradesh	Indian National Congress	Male	Doctorate	Ph.D. (Paleobotany), M.Sc. (Botany), PG Diploma in Comupter Science, Advanced Ratna, Certificate Course in Processing adn Cultivation of Aromatic and Medical Plants; Educated at RML University Faizabad, Uttar Pradesh (MLK, PG College, Balrampur, Uttar Pra	49	59	0	197	83%	(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)	37.9	0.8	300	76%	43.9	0.4	254	79%		Lok Sabha
